ISSN	Título	Estrato	Área de Avaliação	Status
0028-3878	Neurology (Cleveland, Ohio)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1535-1084	NeuroMolecular Medicine	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0896-6273	Neuron (Cambridge, Mass.)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1522-8517	Neuro-Oncology (Charlottesville, Va.)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0893-133X	Neuropsychopharmacology (New York, N.Y.)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0149-7634	Neuroscience and Biobehavioral Reviews	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1533-4406	New England Journal of Medicine (Online)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0028-4793	New England Journal of Medicine (Print)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0028-646X	New Phytologist (Print)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0305-1048	Nucleic Acids Research	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1362-4962	Nucleic Acids Research (Online)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1467-7881	Obesity Reviews (Print)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0950-9232	Oncogene (Basingstoke)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0161-6420	Ophthalmology (Rochester, Minn.)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1523-7060	Organic Letters (Print)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0304-3959	Pain (Amsterdam. Print)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0163-7258	Pharmacology & Therapeutics (Oxford)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0962-8436	Philosophical Transactions - Royal Society. Biological Sciences (Print)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0031-9007	Physical Review Letters (Print)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0031-9333	Physiological Reviews	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1755-1471	Pigment Cell & Melanoma Research (Print)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1467-7644	Plant Biotechnology Journal (Print)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1365-3040	Plant, Cell and Environment	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0140-7791	Plant, Cell and Environment (Print)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0960-7412	Plant Journal (Print)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0032-0889	Plant Physiology (Bethesda)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1545-7885	PLoS Biology (Online)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1553-734X	PLoS Computational Biology	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1553-7390	PLOS Genetics	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1553-7404	PLOS Genetics (Online)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1553-7366	PLoS Pathogens	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1553-7374	PLoS Pathogens (Online)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1558-3724	Polymer Reviews (Philadelphia, Pa.)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0027-8424	Proceedings of the National Academy of Sciences of the United States of America	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1091-6490	Proceedings of the National Academy of Sciences of the United States of America (Online)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0962-8452	Proceedings - Royal Society. Biological Sciences (Print)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0301-0082	Progress in Neurobiology	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1350-9462	Progress in Retinal and Eye Research	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0033-2917	Psychological Medicine (Print)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0306-4530	Psychoneuroendocrinology	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0167-8140	Radiotherapy and Oncology	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1052-9276	Reviews in Medical Virology (Print)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0586-7614	Schizophrenia Bulletin	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0036-8075	Science (New York, N.Y.)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1946-6234	Science Translational Medicine	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1863-2297	Seminars in Immunopathology (Print)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0161-8105	Sleep (New York, N.Y.)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0112-1642	Sports Medicine (Auckland)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1873-5061	Stem Cell Research (Amsterdam. Print)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1066-5099	Stem Cells (Dayton, Ohio)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0039-2499	Stroke (Dallas. 1970)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0969-2126	Structure (London)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1550-7416	The AAPS Journal	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0002-953X	The American Journal of Psychiatry	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0903-1936	The European Respiratory Journal	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0892-6638	The FASEB Journal	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0021-9525	The Journal of Cell Biology	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
